X,Y,FID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,LONGITUDE,LATITUDE,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STA_NO,UID_,EXTRDATE,VISN,PROV,CONT,PAR_STA_NO,POD,OPER_DATE,SH_PAR_STA,CBOC,RRTP,IOC,MOC,VAMC,VCTR,HBOC,VANH,CD115,PRIM_SVC,ULID,CBSA,UA,URH,UNIQUE_ID,STA_FAX,SHAR,PHONE
-16443965.18,9567054.21,244,FAIRBANKS VETERANS CENTER,540 4TH AVENUE,SUITE 100,FAIRBANKS,AK,99701,4714,FAIRBANKS NORTH STAR,2090,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,124855715,-147.7186525,64.84268,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0511V,944,3/31/2007 0:00,20,1,L,463,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_AK_0200,VCTR,NW0147718514_0064842520,21820,28549,UA,10315167,(907) 456-0475,NO,(907) 456-4238
-16675119.09,8668069.167,245,ANCHORAGE VETERANS CENTER,4201 TUDOR CENTRE DRIVE,SUITE 115,ANCHORAGE,AK,99508,5914,ANCHORAGE,2020,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,124875425,-149.7951434,61.183454,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,0502V,935,3/31/2007 0:00,20,1,L,463,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_AK_0200,VCTR,NW0149797302_0061183678,11260,2305,UA,10315160,(907) 561-7183,NO,(907) 563-6966
-9459272.385,3825270.385,246,COLUMBUS COMMUNITY-BASED OUTPATIENT CLINIC,1310 13TH AVENUE,THE MEDICAL ARTS BUILDING,COLUMBUS,GA,31901,2335,MUSCOGEE,13215,LOCATED ON THE EAST SIDE OF 13TH AVENUE BETWEEN 13TH STREET AND 14TH STREET,9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,127184082,-84.9740896,32.4708003,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,619GA,193,3/31/2007 0:00,7,1,L,619,A,8/24/1987 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_GA_1302,CBOC,NW0084973925_0032470363,17980,19099,UA,10315685,(706) 653-6645,NO,(706) 257-7200
-9131038.005,3957154.146,247,AUGUSTA VETERANS AFFAIRS COMMUNITY-BASED OUTPATIENT CENTER,1 FREEDOM WAY,NOT AVAILABLE,AUGUSTA,GA,30904,6258,RICHMOND,13245,LOCATED ON THE WEST SIDE OF FREEDOM WAY 005 MILES SOUTH OF WRIGHTSBORO ROAD,9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,118814647,-82.02551,33.46474,NAVTEQ,2006Q4,ONENTITY,YES,TGS,509,182,3/31/2007 0:00,7,1,V,N/A,A,7/9/1951 0:00,N/A,0,NO,NO,NO,YES,NO,YES,NO,CD115_GA_1312,VAMC,NW0081989786_0033472599,12260,4222,UA,10314912,(706) 823-3934,NO,(706) 733-0188
-13499196.91,5476571.472,248,BEND VETERANS AFFAIRS COMMUNITY BASED OUTPATIENT CLINIC,2115 NE WYATT COURT,MORNINGSIDE MEDICAL BUILDING SUITE 201,BEND,OR,97701,7678,DESCHUTES,41017,ENTRANCE IS LOCATED IN THE SW CORNER OF NE WYATT COURT AND NE COURTNEY DRIVE,9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENTRANCE CARE CENTERS,89857827,-121.2653491,44.0718732,NAVTEQ,2006Q4,BLOCKFACE,NO,TGS,648GA,555,3/31/2007 0:00,20,1,L,648,A,8/20/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_OR_4102,CBOC,NW0121265291_0044071791,13460,6868,UA,10315786,(541) 389-5459,NO,(503) 220-8262
-11598159.56,5441915.927,249,WESTON COUNTY HEALTH SERVICES,1124 WASHINGTON BOULEVARD,WESTON COUNTY HEALTH SERVICES BUILDING,NEWCASTLE,WY,82701,2972,WESTON,56045,"LOCATED ON THE SOUTH SIDE OF WASHINGTON BOULEVARD, APPROXIMATELY 011 MILES WEST OF BOYD AVENUE",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,39694084,-104.18804,43.84778,NAVTEQ,2006Q4,ONENTITY,YES,TGS,568HA,336,3/31/2007 0:00,23,1,L,568,A,10/15/1988 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_WY_5600,CBOC,NW0104189683_0043848563,NONE,62191,HR,10315530,N/A,NO,(307) 746-4491
-11664671.84,5034237.593,250,CHEYENNE VETERAN AFFAIRS OUTPATIENT CLINIC,2360 EAST PERSHING BOULEVARD,VETERANS AFFAIRS MEDICAL AND REGIONAL OFFICE CENTER,CHEYENNE,WY,82001,5356,LARAMIE,56021,"NORTH SIDE OF EAST PERSHING BOULEVARD, 24 MILES EAST OF CONVERSE AVENUE",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,84827751,-104.78553,41.14828,NAVTEQ,2006Q4,ONENTITY,YES,TGS,442,521,3/31/2007 0:00,19,1,V,N/A,A,6/15/1932 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_WY_5600,VAMC,NW0104787681_0041145856,16940,16237,UA,10315257,(307) 778-7381,NO,(307) 778-7300
-11518430.31,5529529.056,251,FORT MEADE VETERANS AFFAIRS MEDICAL CENTER,113 COMANCHE ROAD,NOT AVAILABLE,FORT MEADE,SD,57741,1002,MEADE,46093,ON THE WEST SIDE OF 5TH STREET AND COMANCHE ROAD INTERSECTION,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,101122003,-103.47182,44.41268,NAVTEQ,2006Q4,ONENTITY,YES,TGS,568,332,3/31/2007 0:00,23,1,V,N/A,A,6/15/1944 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_SD_4600,VAMC,NW0103478199_0044412642,39660,N/A,HR,10315526,(605) 347-7171,NO,(605) 347-2511
-11075509.83,3192853.928,252,LAREDO VETERANS AFFAIRS OUTPATIENT CLINIC,6551 STAR COURT,NOT AVAILABLE,LAREDO,TX,78041,N/A,WEBB,48479,LOCATED ON THE NE SIDE OF STAR COURT APPROXIMATELY 008 MILES SE OF CALLE DEL NORTE,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,N/A,-99.4929976,27.5539606,TGS,2006Q4,ONENTITY,YES,TGS,671GE,463,3/31/2007 0:00,17,1,L,671,A,6/1/1990 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4828,CBOC,NW0099493120_0027553995,29700,47854,UA,10315882,(956) 523-7851,NO,(956) 523-7850
-10965661.92,4016310.923,253,VETERANS CLINIC OF NORTH TEXAS,1800 7TH STREET,NOT AVAILABLE,WICHITA FALLS,TX,76301,4204,WICHITA,48485,LOCATED ON THE NW CORNER OF 7TH STREET AND BAYLOR STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,103927935,-98.506217,33.9069232,NAVTEQ,2006Q4,ONENTITY,YES,TGS,635GB,422,3/31/2007 0:00,16,1,C,635,A,6/15/1995 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4813,CBOC,NW0098506074_0033906828,48660,95104,UA,10315744,(940) 723-1892,NO,(940) 723-2373
-10889587.29,3571079.89,254,CEDAR PARK COMMUNITY-BASED OUTPATIENT CLINIC,701 EAST WHITESTONE BOULEVARD,NOT AVAILABLE,CEDAR PARK,TX,78613,9045,WILLIAMSON,48491,LOCATED ON THE NORTH SIDE OF EAST WHITESTONE BOULEVARD BETWEEN DISCOVERY BOULEVARD AND QUEST PARKWAY,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,126584520,-97.822827,30.5239639,NAVTEQ,2006Q4,ONENTITY,YES,TGS,674GD,826,3/31/2007 0:00,17,1,L,674,A,8/30/2000 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_TX_4831,CBOC,NW0097824058_0030522965,12420,4384,UA,10315909,(512) 260-9871,NO,(512) 260-1368
-8411840.168,4893293.068,255,SPRING CITY VETERANS AFFAIRS OUTPATIENT CLINIC,11 INDEPENDENCE DRIVE,NOT AVAILABLE,SPRING CITY,PA,19475,1239,CHESTER,42029,NORTH SIDE OF INDEPENDENCE DRIVE APPROXIMATELY 005 MILES EAST OF THE INTERSECTION OF INDEPENDENCE DRIVE AND PENNHURST ROAD,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,125414384,-75.5648459,40.1879548,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,542GE,137,3/31/2007 0:00,4,1,V,542,A,6/15/1996 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4206,CBOC,NW0075564420_0040187737,37980,69076,UA,10315440,(610) 948-1464,NO,(610) 948-0981
-7489598.261,5651353.952,256,CALAIS VETERANS AFFAIRS CLINIC,50 UNION STREET,NOT AVAILABLE,CALAIS,ME,4619,1839,WASHINGTON,23029,ON THE SOUTH SIDE OF UNION STREET 03 MILES EAST OF THE BLACKSMITH STREET AND UNION STREET T-INTERSECTION,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,90009092,-67.2802059,45.1891839,NAVTEQ,2006Q4,ONENTITY,YES,TGS,402GB,1133,3/31/2007 0:00,1,1,L,402,A,5/4/1998 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_ME_2302,CBOC,NW0067280147_0045189363,NONE,12295,RA,10315231,(207) 904-3777,NO,(207) 904-3700
-9267412.296,5204723.134,257,DEARBORN VETERANS CENTER,2881 MONROE STREET,SUITE 100,DEARBORN,MI,48124,3438,WAYNE,26163,LOCATED ON THE SE SIDE OF MONROE STREET04 MILES NE OF MADISON STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,19521218,-83.2505811,42.2913531,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,0401V,903,3/31/2007 0:00,11,1,L,553,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_MI_2612,VCTR,NW0083250956_0042291238,19820,23824,UA,10315133,(313) 277-5471,NO,(313) 277-1428
-13339298.87,4797331.314,258,RENO VETERANS CENTER,1155 WEST 4TH STREET,SUITE 101,RENO,NV,89503,5146,WASHOE,32031,LOCATED ON THE NORTH SIDE OF WEST 4TH STREET BETWEEN EDWARDS WAY AND KEYSTONE AVENUE,9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,134759414,-119.8289605,39.5262233,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,0506V,939,3/31/2007 0:00,21,1,L,654,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_NV_3202,VCTR,NW0119830348_0039525795,39900,74179,UA,10315163,(775) 322-8123,NO,(775) 323-1294
-7993407.356,5250936.784,259,FITCHBURG COMMUNITY BASED OUTPATIENT CLINIC,275 NICHOLS ROAD,VETERAN AFFAIRS FITCHBURG CLINIC,FITCHBURG,MA,1420,1931,WORCESTER,25027,WEST SIDE OF NICHOLS ROAD BETWEEN BURBANK STREET AND ROMES WAY,10/1/2007 0:00,PHONE,10/1/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,39993532,-71.806,42.5977,NAVTEQ,2006Q4,ONENTITY,YES,TGS,518GG,1041,3/31/2007 0:00,1,1,L,518,A,8/1/2001 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MA_2503,CBOC,NW0071805102_0042595564,49340,49096,UA,10315338,(978) 342-9521,NO,(978) 342-9521
-9012303.523,4025464.424,260,COLUMBIA SOUTH CAROLINA,6439 GARNERS FERRY ROAD,W.J.B. DORN VA MEDICAL CENTER,COLUMBIA,SC,29209,1638,RICHLAND,45079,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,102104195,-80.9589,33.97514,NAVTEQ,2006Q4,ONENTITY,N/A,N/A,544,188,3/31/2007 0:00,7,1,V,N/A,A,12/1/1932 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_SC_4502,VAMC,NW0080961982_0033979812,17900,18964,UA,10315441,(803) 695-6739,NO,(803) 695-7980
-8991844.793,4675034.101,261,GASSAWAY - BRAXTON COUNTY,617 RIVER STREET,BRAXTON HEALTH ASSOCIATES,GASSAWAY,WV,26624,1137,BRAXTON,54007,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,62149,OTHER OUTPATIENT CARE CENTERS,107616035,-80.7751161,38.673665,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,540GC,719,3/31/2007 0:00,4,1,C,540,A,2/17/2000 0:00,517GA,1,NO,NO,NO,NO,NO,NO,NO,CD115_WV_5402,CBOC,NW0080767612_0038667653,NONE,N/A,RA,10315424,(304) 364-8943,YES,(304) 364-5654
-9078755.782,4760119.44,262,WOOD COUNTY VETERANS CENTER,912 MARKET STREET,NOT AVAILABLE,PARKERSBURG,WV,26101,4737,WOOD,54107,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,62149,OTHER OUTPATIENT CARE CENTERS,107604555,-81.5558508,39.2679036,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,540GB,110,3/31/2007 0:00,4,1,L,540,A,2/23/1995 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_WV_5401,CBOC,NW0081555989_0039268033,37620,67672,UA,10315423,(304) 422-5751,NO,(304) 422-5114
-8870263.348,4735545.25,263,TUCKER COUNTY VETERANS CENTER,206 SPRUCE STREET,NOT AVAILABLE,PARSONS,WV,26287,1015,TUCKER,54093,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,62149,OTHER OUTPATIENT CARE CENTERS,107609277,-79.6829314,39.0967889,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,540GA,109,3/31/2007 0:00,4,1,L,540,A,2/22/1995 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_WV_5401,CBOC,NW0079683567_0039097193,NONE,N/A,RA,10315422,(304) 478-2122,NO,(304) 478-2219
-8913544.444,3892295.671,264,GOOSE CREEK SOUTH CAROLINA,9237 UNIVERSITY BOULEVARD,NOT AVAILABLE,NORTH CHARLESTON,SC,29406,9189,CHARLESTON,45019,NOT AVAILABLE,,N/A,9/20/2007 0:00,AUTO,62149,OTHER OUTPATIENT CARE CENTERS,42926860,-80.0717321,32.9773329,NAVTEQ,2006Q4,BLOCKFACE,N/A,N/A,534GD,1187,3/31/2007 0:00,7,1,L,534,A,8/15/2005 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_SC_4501,CBOC,NW0080072164_0032977599,16700,15508,UA,10315405,(843) 863-0398,NO,(843) 789-6695
-11518915.67,5378687.698,265,VETERANS AFFAIRS BLACK HILLS HEALTH CARE SYSTEMS - HOT SPRINGS CAMPUS,500 NORTH 5TH STREET,NOT AVAILABLE,HOT SPRINGS,SD,57747,1480,FALL RIVER,46047,ON THE SW SIDE OF NORTH 5TH STREET 20 MILES NW OF THE WASHINGTON AVENUE AND NORTH 5TH STREET INTERSECTION,9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,101409203,-103.47618,43.43675,NAVTEQ,2006Q4,ONENTITY,YES,TGS,568A4,333,3/31/2007 0:00,23,1,V,568,A,6/15/1930 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_SD_4600,VAMC,NW0103473719_0043434977,NONE,40240,HR,10315527,(605) 745-2091,NO,(605) 745-2000
-13645109.59,5964201.856,266,VETERANS AFFAIRS PUGET SOUND HEALTH CARE SYSTEM AMERICAN LAKE DIVISION-DEPARTMENT OF DEFENSE (DOD),9600 VETERANS DRIVE,FORT LEWIS,TACOMA,WA,98493,N/A,PIERCE,53053,"SE SIDE OF VETERANS DRIVE SW, 06 MILES NE OF ENGLE COURT",9/24/2007 0:00,PHONE,9/24/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,129641660,-122.576105,47.1353938,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,663A4,545,3/31/2007 0:00,20,1,V,663,A,3/1/1924 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_WA_5310,VAMC,NW0122564268_0047142163,42660,80389,UA,10315852,(253) 589-4015,NO,(253) 582-8440
-9245170.54,4404142.012,267,PENNIGTON FAMILY HEALTH CENTER,1800 COMBS ROAD,LEE REGIONAL MEDICAL CENTER,PENNINGTON GAP,VA,24277,1808,LEE,51105,"LOCATED ON THE NW SIDE OF NORTH COMBS ROAD, 07 MILES WEST OF US-58-ALT",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,101789568,-83.05078,36.74874,NAVTEQ,2006Q4,ONENTITY,YES,TGS,621GD01,1108,3/31/2007 0:00,9,0,C,N/A,-,,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_VA_5109,CBOC,NW0083033491_0036756725,NONE,N/A,RA,10315704,N/A,N/A,(276) 546-3001
-9910132.241,5264004.215,268,JANESVILLE VETERAN AFFAIRS CLINIC,111 NORTH MAIN STREET,NOT AVAILABLE,JANESVILLE,WI,53545,3096,ROCK,55105,SW SIDE OF NORTH MAIN STREET 06 MILES SE OF PEASE COURT,9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,103148902,-89.0242326,42.6840513,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,607GC,697,3/31/2007 0:00,12,1,C,607,A,8/2/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_WI_5501,CBOC,NW0089023639_0042683785,27500,42562,UA,10315642,(608) 758-9400,NO,(608) 758-9300
-8767800.336,5030295.796,269,DUBOIS VETERANS ADMINISTRATION OUTPATIENT CLINIC,190 WEST PARK AVENUE,SUITE 8,DUBOIS,PA,15801,2206,CLEARFIELD,42033,NE SIDE OF WEST PARK AVENUE LOCATED 5 MILES SE FROM THE INTERSECTION OF NORTH JARED STREET AND WEST PARK AVENUE,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,107692725,-78.7624905,41.1216107,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,503GB,104,3/31/2007 0:00,4,1,L,503,A,6/15/1998 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4205,CBOC,NW0078762591_0041121514,20180,24796,RA,10315294,(814) 375-0922,NO,(814) 375-6817
-8559731.306,4905345.812,270,HARRISBURG VETERANS CENTER,1500 NORTH 2ND STREET,SUITE 2,HARRISBURG,PA,17102,2528,DAUPHIN,42043,ON THE NW CORNER OF REILY STREET AND NORTH 2ND STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,42994253,-76.8933746,40.2706165,NAVTEQ,2006Q4,ONENTITY,YES,TGS,0218V,819,3/31/2007 0:00,4,1,L,595,-,,N/A,0,NO,NO,NO,NO,YES,NO,NO,CD115_PA_4204,VCTR,NW0076893147_0040270544,25420,37081,UA,10315099,(717) 782-3791,NO,(717) 782-3954
-8912604.674,5176300.824,271,ERIE VETERANS AFFAIRS MEDICAL CENTER,135 EAST 38TH STREET,NOT AVAILABLE,ERIE,PA,16504,1559,ERIE,42049,LOCATED ON THE SE SIDE OF EAST 38TH STREET BETWEEN FRENCH STREET AND HOLLAND STREET,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,107861139,-80.06329,42.1022,NAVTEQ,2006Q4,ONENTITY,YES,TGS,562,114,3/31/2007 0:00,4,1,V,N/A,A,3/20/1951 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_PA_4203,VAMC,NW0080064300_0042102953,21500,27766,UA,10314925,(814) 337-4222,NO,(814) 868-8661
-8876324.35,4852184.326,272,VETERANS AFFAIRS PRIMARY CARE OUTPATIENT CLINIC,404 WEST MAIN STREET,NOT AVAILABLE,UNIONTOWN,PA,15401,2868,FAYETTE,42051,LOCATED ON THE NORTH CORNER OF WEST MAIN STREET AND OAKLAND AVENUE,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,121960417,-79.7373783,39.9052591,NAVTEQ,2006Q4,ONENTITY,YES,TGS,646GE,1182,3/31/2007 0:00,4,1,C,646,A,3/7/2005 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_PA_4209,CBOC,NW0079738641_0039905979,38300,89650,UA,10315784,(724) 439-4155,NO,(724) 439-4990
-12086214.98,5741302.193,273,BILLINGS VETERANS AFFAIRS COMMUNITY BASED OUTPATIENT CLINIC,2345 KING AVENUE WEST,NOT AVAILABLE,BILLINGS,MT,59102,6484,YELLOWSTONE,30111,"LOCATED ON THE NORTH SIDE OF KING AVENUE W, 19 MILES EAST OF SOUTH 24TH STREET W",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,126148328,-108.5723164,45.7558013,NAVTEQ,2006Q4,ONENTITY,YES,TGS,436GH,519,3/31/2007 0:00,19,1,L,436,A,7/15/1985 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MT_3000,CBOC,NW0108574193_0045755337,13740,7705,UA,10315246,(406) 651-2142,NO,(406) 651-5670
-10133382.1,3946205.204,274,THE GREENVILLE CLINIC,1502 SOUTH COLORADO STREET,NOT AVAILABLE,GREENVILLE,MS,38703,7219,WASHINGTON,28151,LOCATED ON THE EAST SIDE BETWEEN EAST REED ROAD AND DEBRA DRIVE,9/26/2007 0:00,PHONE,9/26/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,124705770,-91.0297202,33.3826501,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,586GC,693,3/31/2007 0:00,16,1,C,586,A,12/1/1999 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_MS_2802,CBOC,NW0091029834_0033376928,24740,35353,RA,10315580,(662) 332-9878,NO,(662) 332-9872
-13336030.47,4795907.935,275,VETERANS AFFAIRS SIERRA NEVADA HEALTHCARE SYSTEM,1000 LOCUST STREET,NOT AVAILABLE,RENO,NV,89502,2597,WASHOE,32031,NE CORNER OF LOCUST STREET AND BURNS STREET,9/27/2007 0:00,PHONE,9/27/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,28447455,-119.7996,39.51636,NAVTEQ,2006Q4,ONENTITY,YES,TGS,654,585,3/31/2007 0:00,21,1,V,N/A,A,5/1/1939 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_NV_3202,VAMC,NW0119800321_0039516162,39900,74179,UA,10315803,(775) 328-1447,NO,(775) 328-1263
-8299708.501,4963582.446,276,VETERANS AFFAIRS NEW JERSEY HEALTH CARE SYSTEMS,151 KNOLLCROFT ROAD,NOT AVAILABLE,LYONS,NJ,7939,5001,SOMERSET,34035,WEST SIDE OF KNOLLCROFT ROAD 46 MILES NORTH FROM THE INTERSECTION OF VALLEY ROAD AND KNOLLCROFT ROAD,9/27/2007 0:00,PHONE,10/1/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,21756671,-74.55755,40.6686,NAVTEQ,2006Q4,ONENTITY,YES,TGS,561A4,75,3/31/2007 0:00,3,1,V,561,A,7/1/1930 0:00,N/A,0,YES,NO,NO,YES,NO,YES,YES,CD115_NJ_3407,VAMC,NW0074554474_0040667260,35620,63217,UA,10315505,(908) 647-3452,NO,(908) 647-0180
-8142915.544,5544340.324,277,COLCHESTER COMMUNITY BASED OUTPATIENT CLINIC-DEPARTMENT OF DEFENSE (DOD),162 HEGEMAN AVENUE,UNIT 100,COLCHESTER,VT,5446,N/A,CHITTENDEN,50007,NOT AVAILABLE,9/25/2007 0:00,ALT REF,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,89989017,-73.1490549,44.5076441,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,405HA,6,3/31/2007 0:00,1,1,L,405,A,7/1/1990 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_VT_5000,CBOC,NW0073153704_0044501866,15540,11755,UA,10315237,(802) 655-1231,NO,(802) 655-1356
-8306241.218,4867502.296,278,VETERANS AFFAIRS OUTPATIENT CLINIC AT MARSHALL HALL-DEPARTMENT OF DEFENSE (DOD),8TH STREET AND ALABAMA AVENUE,MARSHALL HALL BUILDING 5437,FORT DIX,NJ,8640,N/A,BURLINGTON,34005,NOT AVAILABLE,9/26/2007 0:00,ALT REF,9/27/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,98044092,-74.6162344,40.0107344,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,642GA,123,3/31/2007 0:00,4,1,V,642,A,9/15/1997 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_NJ_3403,CBOC,NW0074618000_0040010500,37980,10891,RA,10315770,(609) 562-5426,NO,(609) 562-2999
-8336522.97,4714089.775,279,CAPE MAY VETERANS AFFAIRS CLINIC-DEPARTMENT OF DEFENSE (DOD),MONROE AVENUE,UNITED STATES COAST GUARD TRAINING CENTER,CAPE MAY,NJ,8204,N/A,CAPE MAY,34009,NOT AVAILABLE,9/26/2007 0:00,ALT REF,9/28/2007 0:00,MANUAL,62149,OTHER OUTPATIENT CARE CENTERS,19413511,-74.88826,38.94705,NAVTEQ,2006Q4,ONENTITY,YES,TGS,460GD,124,3/31/2007 0:00,4,1,V,460,A,9/15/1997 0:00,N/A,1,NO,NO,NO,NO,NO,NO,NO,CD115_NJ_3402,CBOC,NW0074920375_0038970466,36140,95293,UA,10315265,(609) 898-9400,NO,(609) 898-8700
-10065125.42,4407425.418,280,JOHN J PERSHING VETERANS AFFAIRS MEDICAL CENTER,1500 NORTH WESTWOOD BOULEVARD,NOT AVAILABLE,POPLAR BLUFF,MO,63901,3318,BUTLER,29023,"NE SIDE OF NORTH WESTWOOD BOULEVARD, 12 MILES SE OF LURLYN DRIVE",9/25/2007 0:00,PHONE,9/25/2007 0:00,MANUAL,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,124912467,-90.41656,36.77237,NAVTEQ,2006Q4,ONENTITY,YES,TGS,657A4,373,3/31/2007 0:00,15,1,V,657,A,1/8/1951 0:00,N/A,0,NO,NO,NO,YES,NO,YES,YES,CD115_MO_2908,VAMC,NW0090418238_0036772118,38740,70804,RA,10315814,(573) 778-4699,NO,(573) 686-4151
